file_location,genre,tempo,zero_crossing_rate,average_spectral_flatness
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1774_1.wav,hip-hop,123.046875,0.1279546485260771,0.048026420176029205
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1138_5.wav,hip-hop,86.1328125,0.1068163265306122,0.03225114941596985
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1794_4.wav,hip-hop,135.99917763157896,0.0957142857142857,0.01728668622672558
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1138_4.wav,hip-hop,129.19921875,0.1345850340136054,0.03220691904425621
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1794_5.wav,hip-hop,184.5703125,0.1198140589569161,0.04262165352702141
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1774_0.wav,hip-hop,123.046875,0.1041859410430839,0.02967536449432373
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1842_5.wav,hip-hop,103.359375,0.0969206349206349,0.026163995265960693
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1776_2.wav,hip-hop,161.4990234375,0.0920816326530612,0.01609145663678646
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_768_1.wav,hip-hop,107.666015625,0.0831473922902494,0.015447852201759815
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1790_1.wav,hip-hop,95.703125,0.047079365079365,0.00021895520330872387
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_858_2.wav,hip-hop,117.45383522727272,0.0983900226757369,0.022746242582798004
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_736_2.wav,hip-hop,117.45383522727272,0.0653741496598639,0.010060071013867855
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1770_4.wav,hip-hop,129.19921875,0.128344671201814,0.04140010476112366
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1846_1.wav,hip-hop,92.28515625,0.1463582766439909,0.029468242079019547
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1860_2.wav,hip-hop,172.265625,0.1468027210884353,0.030970774590969086
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_748_4.wav,hip-hop,107.666015625,0.0390929705215419,0.008204865269362926
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1792_3.wav,hip-hop,123.046875,0.1014603174603174,0.02887268178164959
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1118_1.wav,hip-hop,151.99908088235293,0.0653197278911564,0.010260664857923985
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1844_3.wav,hip-hop,112.34714673913044,0.0914875283446712,0.015857459977269173
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1862_0.wav,hip-hop,107.666015625,0.1244761904761904,0.00881616584956646
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1844_1.wav,hip-hop,107.666015625,0.0992018140589569,0.020258883014321327
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1862_2.wav,hip-hop,107.666015625,0.1246394557823129,0.0090346559882164
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1772_4.wav,hip-hop,143.5546875,0.0722585034013605,0.005217286292463541
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1792_1.wav,hip-hop,112.34714673913044,0.0858684807256235,0.018284635618329048
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1118_3.wav,hip-hop,95.703125,0.0993514739229025,0.013670180924236774
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1846_3.wav,hip-hop,92.28515625,0.1378276643990929,0.032996583729982376
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1860_0.wav,hip-hop,89.10290948275862,0.1124172335600907,0.02638266608119011
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_736_0.wav,hip-hop,117.45383522727272,0.0649523809523809,0.009873677976429462
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1790_3.wav,hip-hop,112.34714673913044,0.0557324263038548,0.0016995626501739025
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1838_5.wav,hip-hop,86.1328125,0.1696780045351474,0.040595538914203644
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_858_0.wav,hip-hop,117.45383522727272,0.09318820861678,0.015957312658429146
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_768_3.wav,hip-hop,161.4990234375,0.0694285714285714,0.010155541822314262
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1840_5.wav,hip-hop,107.666015625,0.1407845804988662,0.015325818210840225
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1776_0.wav,hip-hop,161.4990234375,0.1047210884353741,0.019593283534049988
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1796_5.wav,hip-hop,172.265625,0.093578231292517,0.009481578134000301
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1864_4.wav,hip-hop,172.265625,0.0600997732426303,0.015648817643523216
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1774_2.wav,hip-hop,123.046875,0.1346077097505669,0.03830104321241379
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1774_3.wav,hip-hop,123.046875,0.137641723356009,0.047487810254096985
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1864_5.wav,hip-hop,172.265625,0.0367936507936507,0.011395643465220928
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1796_4.wav,hip-hop,172.265625,0.1153424036281179,0.03859792277216911
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1776_1.wav,hip-hop,161.4990234375,0.1131156462585034,0.02358405850827694
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1840_4.wav,hip-hop,112.34714673913044,0.1368798185941043,0.013935878872871399
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_768_2.wav,hip-hop,151.99908088235293,0.0706893424036281,0.01154810469597578
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1838_4.wav,hip-hop,172.265625,0.1854421768707483,0.05488033965229988
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_858_1.wav,hip-hop,117.45383522727272,0.1033197278911564,0.02476019784808159
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1790_2.wav,hip-hop,95.703125,0.0500272108843537,0.0007652856293134391
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_736_1.wav,hip-hop,143.5546875,0.0678004535147392,0.007158689666539431
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1860_1.wav,hip-hop,95.703125,0.231718820861678,0.1175762265920639
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1846_2.wav,hip-hop,92.28515625,0.1401814058956916,0.035750314593315125
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1118_2.wav,hip-hop,129.19921875,0.0848435374149659,0.01706116460263729
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1792_0.wav,hip-hop,107.666015625,0.1370430839002267,0.030289554968476295
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1772_5.wav,hip-hop,151.99908088235293,0.0929569160997732,0.017535366117954254
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1862_3.wav,hip-hop,95.703125,0.1290204081632653,0.007812132127583027
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1844_0.wav,hip-hop,112.34714673913044,0.0862675736961451,0.0193875040858984
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1124_5.wav,hip-hop,135.99917763157896,0.0715918367346938,0.007166365161538124
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_866_4.wav,hip-hop,172.265625,0.1309659863945578,0.04099739342927933
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1788_4.wav,hip-hop,129.19921875,0.1017324263038548,0.03168134018778801
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1768_1.wav,hip-hop,112.34714673913044,0.0505396825396825,0.017957329750061035
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_776_2.wav,hip-hop,107.666015625,0.1353333333333333,0.049810007214546204
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_750_1.wav,hip-hop,161.4990234375,0.0669297052154195,0.011344831436872482
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_650_4.wav,hip-hop,107.666015625,0.1239591836734693,0.04077993705868721
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_774_0.wav,hip-hop,107.666015625,0.0685668934240362,0.021871361881494522
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_752_3.wav,hip-hop,112.34714673913044,0.0659954648526077,0.020217496901750565
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_862_0.wav,hip-hop,92.28515625,0.0408253968253968,0.005857530515640974
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1120_1.wav,hip-hop,112.34714673913044,0.0998730158730158,0.029097270220518112
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_754_5.wav,hip-hop,107.666015625,0.0732154195011337,0.012777735479176044
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_656_2.wav,hip-hop,135.99917763157896,0.1400952380952381,0.05947577580809593
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1826_4.wav,hip-hop,92.28515625,0.1185804988662131,0.03906528651714325
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1122_3.wav,hip-hop,112.34714673913044,0.0363900226757369,0.004847432486712933
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_860_2.wav,hip-hop,129.19921875,0.0559319727891156,0.009029287844896317
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1858_2.wav,hip-hop,92.28515625,0.0690294784580498,0.011947576887905598
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_770_4.wav,hip-hop,161.4990234375,0.1057913832199546,0.04860445484519005
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_654_0.wav,hip-hop,123.046875,0.1454603174603174,0.05713842436671257
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_654_1.wav,hip-hop,123.046875,0.1191428571428571,0.03964221104979515
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_770_5.wav,hip-hop,161.4990234375,0.1117278911564625,0.04800627380609512
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1858_3.wav,hip-hop,92.28515625,0.0638276643990929,0.012148721143603325
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_860_3.wav,hip-hop,129.19921875,0.0881995464852607,0.016306720674037933
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1122_2.wav,hip-hop,112.34714673913044,0.1679637188208616,0.048551809042692184
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1826_5.wav,hip-hop,184.5703125,0.0980861678004535,0.034505829215049744
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_656_3.wav,hip-hop,135.99917763157896,0.1218684807256235,0.045963458716869354
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_754_4.wav,hip-hop,112.34714673913044,0.0963945578231292,0.020563678815960884
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1120_0.wav,hip-hop,143.5546875,0.1235238095238095,0.03574993088841438
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_862_1.wav,hip-hop,123.046875,0.0743265306122449,0.01148607861250639
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_752_2.wav,hip-hop,112.34714673913044,0.0830884353741496,0.02389720268547535
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_774_1.wav,hip-hop,107.666015625,0.0628344671201814,0.019222546368837357
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_650_5.wav,hip-hop,107.666015625,0.1341043083900227,0.04087742790579796
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_750_0.wav,hip-hop,161.4990234375,0.087922902494331,0.016187481582164764
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_776_3.wav,hip-hop,135.99917763157896,0.1534920634920634,0.05335976928472519
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1768_0.wav,hip-hop,112.34714673913044,0.0876371882086167,0.02330814301967621
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_866_5.wav,hip-hop,117.45383522727272,0.0937097505668934,0.018713224679231644
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1124_4.wav,hip-hop,135.99917763157896,0.1047165532879818,0.015286680310964584
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1788_5.wav,hip-hop,129.19921875,0.1355056689342403,0.038945917040109634
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1768_2.wav,hip-hop,112.34714673913044,0.0590566893424036,0.020143790170550346
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_750_2.wav,hip-hop,161.4990234375,0.0963900226757369,0.019855795428156853
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_776_1.wav,hip-hop,107.666015625,0.1400362811791383,0.05029433220624924
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_652_5.wav,hip-hop,99.38401442307692,0.1200453514739229,0.037935566157102585
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_864_5.wav,hip-hop,107.666015625,0.0428208616780045,0.009081174619495869
/Users/AlwynLopez/Programming Work/Music Genre Classifier/data/genres/hip-hop/0_1126_4.wav,hip-hop,151.99908088235293,0.0753514739229024,0.013750286772847176
